locationjob,location,job,gd_salary,indeed_salary,ps_salary,city,state,vote,v_gd_salary,v_indeed_salary,v_ps_salary,avg_salary,remove_or_not,Region
rochester new yorktechnical lead,rochester new york,technical lead,115670,100279,78561,ROCHESTER ,New York,29,3354430,2908091,2278269,98170,no,North East
philadelphia pennsylvaniaios developer,philadelphia pennsylvania,ios developer,115653,138467,85489,PHILADELPHIA ,Pennsylvania,20,2313060,2769340,1709780,113203,no,North East
houston texascyber security engineer,houston texas,cyber security engineer,115638,124043,100000,HOUSTON ,Texas,38,4394244,4713634,3800000,113227,no,South
greensboro north carolinadata engineer,greensboro north carolina,data engineer,115599,139099,105000,GREENSBORO ,North Carolina,15,1733985,2086485,1575000,119899.3333,no,South
sunnyvale californiatechnical lead,sunnyvale california,technical lead,115592,129241,135971,SUNNYVALE ,California,55,6357560,7108255,7478405,126934.6667,no,West
herndon virginiasoftware manager,herndon virginia,software manager,115563,143379,163065,HERNDON ,Virginia,13,1502319,1863927,2119845,140669,no,South
las vegas nevadait support engineer,las vegas nevada,it support engineer,115551,58356,82500,LAS VEGAS ,Nevada,6,693306,350136,495000,85469,no,West
durham north carolinajava developer,durham north carolina,java developer,115546,125898,73510,DURHAM ,North Carolina,15,1733190,1888470,1102650,104984.6667,no,South
san jose californiadata engineer,san jose california,data engineer,115538,151264,118346,SAN JOSE ,California,55,6354590,8319520,6509030,128382.6667,no,West
chicago illinoissenior business intelligence developer,chicago illinois,senior business intelligence developer,115538,101887,103420,CHICAGO ,Illinois,20,2310760,2037740,2068400,106948.3333,no,Midwest
fort collins coloradosoftware developer,fort collins colorado,software developer,115518,81231,104250,FORT COLLINS ,Colorado,9,1039662,731079,938250,100333,no,West
detroit michiganweb developer,detroit michigan,web developer,115518,109180,77500,DETROIT ,Michigan,16,1848288,1746880,1240000,100732.6667,no,Midwest
san jose californiadata analyst,san jose california,data analyst,115499,123692,90000,SAN JOSE ,California,55,6352445,6803060,4950000,109730.3333,no,West
las vegas nevadadata analyst,las vegas nevada,data analyst,115494,124000,72323,LAS VEGAS ,Nevada,6,692964,744000,433938,103939,no,West
tucson arizonasoftware developer,tucson arizona,software developer,115473,107229,75154,TUCSON ,Arizona,11,1270203,1179519,826694,99285.33333,no,West
baton rouge louisianadata analyst,baton rouge louisiana,data analyst,115416,97000,86000,BATON ROUGE ,Louisiana,8,923328,776000,688000,99472,no,South
denver coloradoit developer,denver colorado,it developer,115380,149550,152000,DENVER ,Colorado,9,1038420,1345950,1368000,138976.6667,no,West
boston massachusettsdata analyst,boston massachusetts,data analyst,115376,137856,101936,BOSTON ,Massachusetts,11,1269136,1516416,1121296,118389.3333,no,North East
oklahoma city oklahomasenior .net developer,oklahoma city oklahoma,senior .net developer,115365,90584,84500, CITY ,Oklahoma,7,807555,634088,591500,96816.33333,no,South
jacksonville floridasenior java developer,jacksonville florida,senior java developer,115364,121866,106580,JACKSONVILLE ,Florida,29,3345556,3534114,3090820,114603.3333,no,South
rochester new yorksenior java developer,rochester new york,senior java developer,115335,100781,91475,ROCHESTER ,New York,29,3344715,2922649,2652775,102530.3333,no,North East
sacramento californiasoftware developer,sacramento california,software developer,115323,121243,84815,SACRAMENTO ,California,55,6342765,6668365,4664825,107127,no,West
jacksonville floridajava developer,jacksonville florida,java developer,115318,91701,66018,JACKSONVILLE ,Florida,29,3344222,2659329,1914522,91012.33333,no,South
bellevue washingtonsenior application developer,bellevue washington,senior application developer,115310,132338,107002,BELLEVUE ,Washington,12,1383720,1588056,1284024,118216.6667,no,West
milwaukee wisconsindata analyst,milwaukee wisconsin,data analyst,115305,132688,80000,MILWAUKEE ,Wisconsin,10,1153050,1326880,800000,109331,no,Midwest
sunnyvale californiasoftware developer,sunnyvale california,software developer,115287,213750,138489,SUNNYVALE ,California,55,6340785,11756250,7616895,155842,no,West
phoenix arizonasoftware developer,phoenix arizona,software developer,115285,116871,113003,PHOENIX ,Arizona,11,1268135,1285581,1243033,115053,no,West
miami floridasenior web developer,miami florida,senior web developer,115245,91399,95000,MIAMI ,Florida,29,3342105,2650571,2755000,100548,no,South
providence rhode islandsoftware architect,providence rhode island,software architect,115233,145001,109773,PROVIDENCE ,Rhode Island,4,460932,580004,439092,123335.6667,no,North East
pittsburgh pennsylvaniait developer,pittsburgh pennsylvania,it developer,115217,150669,110000,PITTSBURGH ,Pennsylvania,20,2304340,3013380,2200000,125295.3333,no,North East
frisco texastechnical lead,frisco texas,technical lead,115164,110809,124800,FRISCO ,Texas,38,4376232,4210742,4742400,116924.3333,no,South
cary north carolinait developer,cary north carolina,it developer,115144,109837,86900,CARY ,North Carolina,15,1727160,1647555,1303500,103960.3333,no,South
atlanta georgia.net developer,atlanta georgia,.net developer,115140,130917,72000,ATLANTA ,Georgia,16,1842240,2094672,1152000,106019,no,South
miami floridafrontend developer,miami florida,frontend developer,115113,104037,77500,MIAMI ,Florida,29,3338277,3017073,2247500,98883.33333,no,South
los angeles californiamachine learning engineer,los angeles california,machine learning engineer,115102,180042,118000,LOS ANGELES ,California,55,6330610,9902310,6490000,137714.6667,no,West
cleveland ohiosoftware developer,cleveland ohio,software developer,115073,123514,82000,CLEVELAND ,Ohio,18,2071314,2223252,1476000,106862.3333,no,Midwest
norfolk virginiasenior system engineer,norfolk virginia,senior system engineer,114998,94215,72000,NORFOLK ,Virginia,13,1494974,1224795,936000,93737.66667,no,South
charlotte north carolinajava developer,charlotte north carolina,java developer,114988,95032,98276,CHARLOTTE ,North Carolina,15,1724820,1425480,1474140,102765.3333,no,South
littleton coloradoinformation technology manager,littleton colorado,information technology manager,114984,85775,121500,LITTLETON ,Colorado,9,1034856,771975,1093500,107419.6667,no,West
portland oregonjunior software engineer,portland oregon,junior software engineer,114944,92473,67670,PORTLAND ,Oregon,7,804608,647311,473690,91695.66667,no,West
madison wisconsinweb developer,madison wisconsin,web developer,114923,81072,65000,MADISON ,Wisconsin,10,1149230,810720,650000,86998.33333,no,Midwest
omaha nebraskaweb developer,omaha nebraska,web developer,114922,90715,80000,OMAHA ,Nebraska,5,574610,453575,400000,95212.33333,no,Midwest
sacramento californiajava developer,sacramento california,java developer,114890,98687,98189,SACRAMENTO ,California,55,6318950,5427785,5400395,103922,no,West
atlanta georgiait support engineer,atlanta georgia,it support engineer,114862,81726,72882,ATLANTA ,Georgia,16,1837792,1307616,1166112,89823.33333,no,South
new orleans louisianasoftware engineer,new orleans louisiana,software engineer,114832,142503,76454,NEW ORLEANS ,Louisiana,8,918656,1140024,611632,111263,no,South
nashville tennesseesenior business intelligence developer,nashville tennessee,senior business intelligence developer,114820,90735,65244,NASHVILLE ,Tennessee,11,1263020,998085,717684,90266.33333,no,South
lansing michigandata analyst,lansing michigan,data analyst,114810,130091,68750,LANSING ,Michigan,16,1836960,2081456,1100000,104550.3333,no,Midwest
tampa floridasenior application developer,tampa florida,senior application developer,114809,88514,95000,TAMPA ,Florida,29,3329461,2566906,2755000,99441,no,South
portland oregonsenior java developer,portland oregon,senior java developer,114802,129822,101750,PORTLAND ,Oregon,7,803614,908754,712250,115458,no,West
boise idahomachine learning engineer,boise idaho,machine learning engineer,114753,141958,83016,BOISE ,Idaho,4,459012,567832,332064,113242.3333,no,West
ashburn virginiasenior engineer,ashburn virginia,senior engineer,114746,165000,158191,ASHBURN ,Virginia,13,1491698,2145000,2056483,145979,no,South
colorado springs coloradosoftware developer,colorado springs colorado,software developer,114739,107846,91905, SPRINGS ,Colorado,9,1032651,970614,827145,104830,no,West
las vegas nevadajava developer,las vegas nevada,java developer,114711,103577,60500,LAS VEGAS ,Nevada,6,688266,621462,363000,92929.33333,no,West
tucson arizonainformation technology manager,tucson arizona,information technology manager,114696,80612,98865,TUCSON ,Arizona,11,1261656,886732,1087515,98057.66667,no,West
des moines iowasenior system engineer,des moines iowa,senior system engineer,114660,107801,53721,DES MOINES ,Iowa,6,687960,646806,322326,92060.66667,no,Midwest
fayetteville north carolinaengineer manager,fayetteville north carolina,engineer manager,114660,120000,100000,FAYETTEVILLE ,North Carolina,15,1719900,1800000,1500000,111553.3333,no,South
indianapolis indianabusiness intelligence developer,indianapolis indiana,business intelligence developer,114640,84819,118644,POLIS ,Indiana,11,1261040,933009,1305084,106034.3333,no,Midwest
tempe arizonasenior systems engineer,tempe arizona,senior systems engineer,114635,100887,80000,TEMPE ,Arizona,11,1260985,1109757,880000,98507.33333,no,West
boston massachusettsfrontend software engineer,boston massachusetts,frontend software engineer,114594,83376,82000,BOSTON ,Massachusetts,11,1260534,917136,902000,93323.33333,no,North East
san mateo californiainformation technology manager,san mateo california,information technology manager,114522,87267,200000,SAN MATEO ,California,55,6298710,4799685,11000000,133929.6667,no,West
baton rouge louisianait developer,baton rouge louisiana,it developer,114464,90348,81110,BATON ROUGE ,Louisiana,8,915712,722784,648880,95307.33333,no,South
irvine californiasenior data scientist,irvine california,senior data scientist,114458,152151,122066,IRVINE ,California,55,6295190,8368305,6713630,129558.3333,no,West
chicago illinoisit developer,chicago illinois,it developer,114450,160965,101500,CHICAGO ,Illinois,20,2289000,3219300,2030000,125638.3333,no,Midwest
des moines iowasenior java developer,des moines iowa,senior java developer,114386,114891,93830,DES MOINES ,Iowa,6,686316,689346,562980,107702.3333,no,Midwest
frisco texasprincipal engineer manager,frisco texas,principal engineer manager,114371,104504,57688,FRISCO ,Texas,38,4346098,3971152,2192144,92187.66667,no,South
seattle washingtonmobile developer,seattle washington,mobile developer,114365,146429,86000,SEATTLE ,Washington,12,1372380,1757148,1032000,115598,no,West
las vegas nevadasoftware manager,las vegas nevada,software manager,114330,81508,74094,LAS VEGAS ,Nevada,6,685980,489048,444564,89977.33333,no,West
palo alto californiacyber security engineer,palo alto california,cyber security engineer,114317,127295,140648,PALO ALTO ,California,55,6287435,7001225,7735640,127420,no,West
baton rouge louisianasoftware engineer in test,baton rouge louisiana,software engineer in test,114294,96360,143000,BATON ROUGE ,Louisiana,8,914352,770880,1144000,117884.6667,no,South
bloomington illinoisdata analyst,bloomington illinois,data analyst,114291,80896,65000,BLOOMINGTON ,Illinois,20,2285820,1617920,1300000,86729,no,Midwest
salt lake city utahjava developer,salt lake city utah,java developer,114288,90845,73846,SALT LAKE CITY ,Utah,6,685728,545070,443076,92993,no,West
atlanta georgiamachine learning engineer,atlanta georgia,machine learning engineer,114288,201845,102733,ATLANTA ,Georgia,16,1828608,3229520,1643728,139622,no,South
boston massachusettsjunior software engineer,boston massachusetts,junior software engineer,114246,108411,73575,BOSTON ,Massachusetts,11,1256706,1192521,809325,98744,no,North East
virginia beach virginiaengineer manager,virginia beach virginia,engineer manager,114240,120000,99186, BEACH ,Virginia,13,1485120,1560000,1289418,111142,no,South
sunnyvale californiait developer,sunnyvale california,it developer,114195,213750,140000,SUNNYVALE ,California,55,6280725,11756250,7700000,155981.6667,no,West
san francisco californiaapplication developer,san francisco california,application developer,114191,147863,112500,SAN FRANCISCO ,California,55,6280505,8132465,6187500,124851.3333,no,West
tallahassee floridasenior .net developer,tallahassee florida,senior .net developer,114159,159147,89426,TALLAHASSEE ,Florida,29,3310611,4615263,2593354,120910.6667,no,South
san jose californiasoftware engineer intern,san jose california,software engineer intern,114150,151875,110000,SAN JOSE ,California,55,6278250,8353125,6050000,125341.6667,no,West
ann arbor michiganit developer,ann arbor michigan,it developer,114121,176570,69000,ANN ARBOR ,Michigan,16,1825936,2825120,1104000,119897,no,Midwest
fort collins coloradodata analyst,fort collins colorado,data analyst,114070,76371,80000,FORT COLLINS ,Colorado,9,1026630,687339,720000,90147,no,West
boise idahoapplication developer,boise idaho,application developer,114032,84507,76291,BOISE ,Idaho,4,456128,338028,305164,91610,no,West
omaha nebraskasenior application developer,omaha nebraska,senior application developer,114010,102857,90000,OMAHA ,Nebraska,5,570050,514285,450000,102289,no,Midwest
milpitas californiaprincipal cloud engineer,milpitas california,principal cloud engineer,114005,123320,114783,MILPITAS ,California,55,6270275,6782600,6313065,117369.3333,no,West
el paso texasweb developer,el paso texas,web developer,113991,70468,54000,EL PASO ,Texas,38,4331658,2677784,2052000,79486.33333,no,South
omaha nebraskasite reliability engineer,omaha nebraska,site reliability engineer,113983,124527,69339,OMAHA ,Nebraska,5,569915,622635,346695,102616.3333,no,Midwest
