locationjob,date,location,job,salary,two_date
saskatchewanrealtor,23-May-23,saskatchewan,realtor,"88,706",
cleveland ohioit auditor,,cleveland ohio,it auditor,"88,705",
utahsuperintendent,15-Feb-23,utah,superintendent,"88,703",
richmond heights ohioios developer,,richmond heights ohio,ios developer,"88,700",
delawaresystems administrator,,delaware,systems administrator,"88,698",
wabeno wisconsinsoftware manager,,wabeno wisconsin,software manager,"88,697",
arlington texasdata analyst,14-Apr-23,arlington texas,data analyst,"88,695",
santa rosa californiasystems administrator,25-Jul-22,santa rosa california,systems administrator,"88,694",
boulder coloradodetect4e,,boulder colorado,detect4e,"88,694",
irving texasjunior software engineer,,irving texas,junior software engineer,"88,686",
nova scotiafaculty,,nova scotia,faculty,"88,685",
fort lauderdale floridasales execut4e,11-May-23,fort lauderdale florida,sales execut4e,"88,683",With two date
new york new yorkfaculty,3-May-23,new york new york,faculty,"88,679",
seattle washingtonproject planner,17-May-23,seattle washington,project planner,"88,677",
louisville kentuckytruck dr4er,13-Jun-23,louisville kentucky,truck dr4er,"88,676",
san antonio texastanker dr4er,14-Apr-23,san antonio texas,tanker dr4er,"88,673",With two date
inver grove heights minnesotachief technology officer,2-Jun-23,inver grove heights minnesota,chief technology officer,"88,669",
oklahoma city oklahomaweb developer,25-Apr-23,oklahoma city oklahoma,web developer,"88,663",
british columbiait developer,3-Jun-23,british columbia,it developer,"88,658",
austin texasmechanical designer,,austin texas,mechanical designer,"88,655",
wyomingsenior system engineer,,wyoming,senior system engineer,"88,654",
nevadaconstruction superintendent,,nevada,construction superintendent,"88,652",
tulsa oklahomaland surveyor,,tulsa oklahoma,land surveyor,"88,651",
tallahassee floridasoftware engineer,8-Nov-22,tallahassee florida,software engineer,"88,650",
seattle washingtongeologist,18-May-23,seattle washington,geologist,"88,649",With two date
south glens falls new yorkfrontend software engineer,14-Feb-23,south glens falls new york,frontend software engineer,"88,646",
darwin ntsystems administrator,,darwin nt,systems administrator,"88,643",
miami floridamental health technician,13-Jun-23,miami florida,mental health technician,"88,642",With two date
niagara ontariofullstack developer,,niagara ontario,fullstack developer,"88,642",
vancouver washingtonsoftware test engineer,,vancouver washington,software test engineer,"88,642",
canadaresearch specialist,13-Jun-23,canada,research specialist,"88,639",With two date
chicago illinoisprincipal cloud engineer,15-Jun-23,chicago illinois,principal cloud engineer,"88,635",
orlando floridatanker dr4er,24-May-23,orlando florida,tanker dr4er,"88,635",With two date
des plaines illinoissystems administrator,,des plaines illinois,systems administrator,"88,634",
reno nevadajunior software engineer,,reno nevada,junior software engineer,"88,623",
minneapolis minnesotageneral contractor,9-Jun-23,minneapolis minnesota,general contractor,"88,622",
houston texasschool psychologist,27-May-23,houston texas,school psychologist,"88,621",
toronto ontarioactuary,12-Jun-23,toronto ontario,actuary,"88,620",
toronto ontariolife science consultant,23-May-23,toronto ontario,life science consultant,"88,619",With two date
philadelphia pennsylvaniachemist,24-Mar-23,philadelphia pennsylvania,chemist,"88,618",
canadacompensation specialist,14-Jun-23,canada,compensation specialist,"88,607",
fayetteville north carolinarealtor,3-Jun-23,fayetteville north carolina,realtor,"88,606",
irvine californiacertified public accountant,1-May-23,irvine california,certified public accountant,"88,606",
vancouver bcproject consultant,31-May-23,vancouver bc,project consultant,"88,605",With two date
connecticutguidance counselor,5-Jun-23,connecticut,guidance counselor,"88,605",
indianapolis indianaapplication developer,27-May-23,indianapolis indiana,application developer,"88,603",With two date
los angeles californiaagent,3-May-23,los angeles california,agent,"88,599",With two date
new haven connecticutdevelopment operations engineer,,new haven connecticut,development operations engineer,"88,596",
boston massachusettsimplementation specialist,,boston massachusetts,implementation specialist,"88,596",
new york new yorkexecut4e assistant to ceo,17-Apr-23,new york new york,execut4e assistant to ceo,"88,588",
scottsdale arizonaimplementation consultant,,scottsdale arizona,implementation consultant,"88,585",
san mateo californiafinancial advisor,,san mateo california,financial advisor,"88,585",
rhode islandmechanical engineer,13-Jun-23,rhode island,mechanical engineer,"88,583",
albertafinancial controller,12-Jun-23,alberta,financial controller,"88,578",
san antonio texasapplication developer,,san antonio texas,application developer,"88,578",
auburn hills michigancomputer programmer,,auburn hills michigan,computer programmer,"88,576",
sacramento californiasales,18-Feb-23,sacramento california,sales,"88,575",With two date
phoenix arizonafrontend software engineer,,phoenix arizona,frontend software engineer,"88,574",
romeoville illinoissoftware engineer,20-Jan-21,romeoville illinois,software engineer,"88,566",
coloradopublic defender,,colorado,public defender,"88,566",
albany new yorkfrontend developer,25-Apr-23,albany new york,frontend developer,"88,558",
san jose californiapublic health nurse,,san jose california,public health nurse,"88,553",
provo utahfullstack developer,,provo utah,fullstack developer,"88,545",
minnesotajava developer,27-May-23,minnesota,java developer,"88,540",With two date
buffalo grove illinoissoftware test engineer,15-May-23,buffalo grove illinois,software test engineer,"88,538",
portland oregongeotechnical engineer,26-May-23,portland oregon,geotechnical engineer,"88,537",
orlando floridafinancial controller,26-May-23,orlando florida,financial controller,"88,533",
australiaaccounting intern,1-Jun-23,australia,accounting intern,"88,532",
virginia beach virginiamental health technician,,virginia beach virginia,mental health technician,"88,525",
sioux falls south dakotaconstruction superintendent,,sioux falls south dakota,construction superintendent,"88,523",
pittsburgh pennsylvaniadata analyst,8-Jun-23,pittsburgh pennsylvania,data analyst,"88,522",With two date
orlando floridapsychologist,18-Apr-23,orlando florida,psychologist,"88,516",With two date
tampa floridasenior application developer,27-Mar-23,tampa florida,senior application developer,"88,514",
arizonafrontend software engineer,,arizona,frontend software engineer,"88,510",
alaskacertified public accountant,1-Mar-23,alaska,certified public accountant,"88,508",
bloomington minnesotaproduct owner,,bloomington minnesota,product owner,"88,506",
providence rhode islandfinancial advisor,26-May-23,providence rhode island,financial advisor,"88,504",With two date
austin texassales consultant,26-May-23,austin texas,sales consultant,"88,503",
miami floridaadjuster,28-Nov-22,miami florida,adjuster,"88,502",
san diego californiavisual designer,21-Jul-22,san diego california,visual designer,"88,499",
west palm beach floridaprincipal cloud engineer,,west palm beach florida,principal cloud engineer,"88,496",
albertaenergy advisor,8-Jun-23,alberta,energy advisor,"88,484",
fayetteville north carolinasenior software developer,,fayetteville north carolina,senior software developer,"88,483",
kansas city missouritruck dr4er,13-Jun-23,kansas city missouri,truck dr4er,"88,471",With two date
wyomingprincipal cloud engineer,26-May-23,wyoming,principal cloud engineer,"88,468",
seattle washingtonphysician assistant,12-Jun-23,seattle washington,physician assistant,"88,465",With two date
rockville centre new yorksystems administrator,,rockville centre new york,systems administrator,"88,463",
sparwood bcchief technology officer,7-Aug-22,sparwood bc,chief technology officer,"88,462",With two date
santa fe new mexicosystems administrator,,santa fe new mexico,systems administrator,"88,459",
albuquerque new mexicoinformation technology manager,,albuquerque new mexico,information technology manager,"88,454",
white bear lake minnesotasoftware engineer,,white bear lake minnesota,software engineer,"88,452",
albertaquantity surveyor,26-May-23,alberta,quantity surveyor,"88,449",
new yorkmechanical engineer,15-Jun-23,new york,mechanical engineer,"88,449",
scottsdale arizonadata analyst,,scottsdale arizona,data analyst,"88,446",
arlington virginiamanagement consultant,29-Apr-23,arlington virginia,management consultant,"88,445",
memphis tennesseepsychologist,19-May-23,memphis tennessee,psychologist,"88,444",
winnipeg mbtechnical lead,,winnipeg mb,technical lead,"88,444",
floridait support engineer,25-May-23,florida,it support engineer,"88,441",
suffolk virginiadata analyst,21-Nov-22,suffolk virginia,data analyst,"88,438",
ohiobusiness intelligence developer,,ohio,business intelligence developer,"88,437",
topeka kansassenior software developer,,topeka kansas,senior software developer,"88,436",
west palm beach floridalawyer,12-Apr-23,west palm beach florida,lawyer,"88,436",
virginia beach virginiafullstack developer,11-Mar-17,virginia beach virginia,fullstack developer,"88,435",
huntsville alabamapenetration tester,,huntsville alabama,penetration tester,"88,428",
newfoundland and labradorlabor relations specialist,,newfoundland and labrador,labor relations specialist,"88,426",
nashville tennesseesolutions architect,28-Sep-20,nashville tennessee,solutions architect,"88,426",
massachusettsobstetrics and gynecology physician,6-Jun-23,massachusetts,obstetrics and gynecology physician,"88,425",
iowasenior software developer,,iowa,senior software developer,"88,423",
bradenton floridasenior engineer,,bradenton florida,senior engineer,"88,417",
little rock arkansassenior systems administrator,,little rock arkansas,senior systems administrator,"88,416",
fairfax virginiaclinical psychologist,1-May-23,fairfax virginia,clinical psychologist,"88,414",
south dakotacommercial lender,31-May-23,south dakota,commercial lender,"88,409",
monahans texasengineer manager,,monahans texas,engineer manager,"88,406",
miramar floridafrontend developer,,miramar florida,frontend developer,"88,403",
arizonasoftware quality assurance engineer,27-May-23,arizona,software quality assurance engineer,"88,394",
vancouver bcsenior systems administrator,24-May-23,vancouver bc,senior systems administrator,"88,394",
torrance californiasoftware engineer,24-May-23,torrance california,software engineer,"88,390",
baltimore marylandestimator,14-Apr-23,baltimore maryland,estimator,"88,390",
quebec provincesystems administrator,,quebec province,systems administrator,"88,389",
portland oregonsoftware engineer intern,,portland oregon,software engineer intern,"88,378",
kelowna bcsoftware engineer,13-Jun-23,kelowna bc,software engineer,"88,376",
ontario californialabor relations specialist,8-Jun-23,ontario california,labor relations specialist,"88,375",With two date
